index,country,province
98756,Italy,Tuscany
98757,US,California
98758,Spain,Northern Spain
98759,Portugal,Vinho Verde
98760,US,California
98761,US,California
98762,US,California
98763,US,California
98764,Austria,Burgenland
98765,Italy,Piedmont
98766,Italy,Piedmont
98767,Italy,Piedmont
98768,Italy,Piedmont
98769,Italy,Piedmont
98770,US,California
98771,Italy,Piedmont
98772,US,Washington
98773,Italy,Piedmont
98774,US,California
98775,Italy,Piedmont
98776,US,California
98777,US,California
98778,New Zealand,Marlborough
98779,US,Washington
98780,US,California
98781,US,California
98782,Austria,Burgenland
98783,US,Washington
98784,Argentina,Mendoza Province
98785,Argentina,Mendoza Province
98786,New Zealand,Martinborough
98787,US,California
98788,US,California
98789,US,Washington
98790,France,Loire Valley
98791,Chile,Pirque
98792,US,California
98793,US,California
98794,US,Washington
98795,US,California
98796,US,California
98797,US,California
98798,US,California
98799,France,Loire Valley
98800,US,California
98801,US,California
98802,US,California
98803,US,Washington
98804,US,Washington
98805,France,Loire Valley
98806,France,Loire Valley
98807,US,California
98808,US,Washington
98809,US,Washington
98810,US,Washington
98811,US,California
98812,US,California
98813,US,Washington
98814,US,California
98815,Australia,Western Australia
98816,France,Loire Valley
98817,US,California
98818,US,Washington
98819,France,Loire Valley
98820,South Africa,Coastal Region
98821,New Zealand,Marlborough
98822,Italy,Lombardy
98823,US,California
98824,Spain,Northern Spain
98825,New Zealand,Hawke's Bay
98826,US,Oregon
98827,Germany,Rheinhessen
98828,France,Bordeaux
98829,France,Bordeaux
98830,US,California
98831,US,Oregon
98832,France,Bordeaux
98833,South Africa,Western Cape
98834,US,California
98835,US,California
98836,US,California
98837,Italy,Veneto
98838,Australia,South Australia
98839,Australia,Western Australia
98840,Germany,Baden
98841,Spain,Andalucia
98842,France,Bordeaux
98843,Italy,Veneto
98844,Italy,Lombardy
98845,Australia,Victoria
98846,New Zealand,Hawke's Bay
98847,Spain,Northern Spain
98848,Spain,Northern Spain
98849,Spain,Northern Spain
98850,Chile,Colchagua Valley
98851,US,California
98852,Australia,South Australia
98853,Australia,South Australia
98854,US,California
98855,France,Beaujolais
98856,France,Beaujolais
98857,US,California
98858,New Zealand,Marlborough
98859,Italy,Tuscany
98860,Italy,Tuscany
98861,Italy,Tuscany
98862,Italy,Tuscany
98863,US,California
98864,US,California
98865,Italy,Tuscany
98866,New Zealand,Marlborough
98867,Portugal,Douro
98868,France,Beaujolais
98869,Portugal,Douro
98870,Italy,Tuscany
98871,Australia,South Australia
98872,US,California
98873,Portugal,Douro
98874,France,Loire Valley
98875,Italy,Tuscany
98876,Italy,Tuscany
98877,France,Loire Valley
98878,France,Beaujolais
98879,France,Loire Valley
98880,US,Washington
98881,Argentina,Other
98882,Italy,Central Italy
98883,France,Loire Valley
98884,US,California
98885,Austria,Wachau
98886,Italy,Central Italy
98887,Italy,Central Italy
98888,US,California
98889,Argentina,Mendoza Province
98890,Chile,Maipo Valley
98891,New Zealand,Marlborough
98892,Argentina,Mendoza Province
98893,Italy,Northeastern Italy
98894,Chile,Casablanca Valley
98895,Italy,Central Italy
98896,US,California
98897,US,Washington
98898,Australia,Australia Other
98899,US,Washington
98900,US,California
98901,US,California
98902,US,California
98903,Australia,South Australia
98904,Austria,Wachau
98905,Italy,Central Italy
98906,Hungary,Sopron
98907,US,California
98908,Argentina,Mendoza Province
98909,Italy,Northeastern Italy
98910,US,New York
98911,New Zealand,Marlborough
98912,New Zealand,Nelson
98913,Chile,Colchagua Valley
98914,Portugal,Douro
98915,Italy,Tuscany
98916,Chile,Colchagua Valley
98917,US,California
98918,New Zealand,Waipara
98919,New Zealand,Waipara Valley
98920,Italy,Tuscany
98921,New Zealand,Marlborough
98922,France,Bordeaux
98923,Portugal,Alentejano
98924,US,California
98925,US,Washington
98926,Spain,Levante
98927,France,Bordeaux
98928,France,Bordeaux
98929,Italy,Tuscany
98930,Italy,Central Italy
98931,France,Bordeaux
98932,France,Bordeaux
98933,US,New York
98934,Italy,Tuscany
98935,US,California
98936,US,California
98937,Italy,Tuscany
98938,Israel,Galilee
98939,Israel,Galilee
98940,Italy,Piedmont
98941,Italy,Piedmont
98942,Italy,Piedmont
98943,US,California
98944,US,California
98945,Spain,Northern Spain
98946,US,California
98947,US,California
98948,US,California
98949,US,California
98950,Argentina,Mendoza Province
98951,Italy,Piedmont
98952,Australia,South Australia
98953,France,Southwest France
98954,Italy,Piedmont
98955,Italy,Piedmont
98956,Italy,Piedmont
98957,US,California
98958,Australia,South Australia
98959,US,California
98960,US,California
98961,Italy,Piedmont
98962,US,California
98963,Italy,Piedmont
98964,Italy,Piedmont
98965,US,California
98966,Italy,Piedmont
98967,Spain,Northern Spain
98968,Italy,Piedmont
98969,US,California
98970,France,Champagne
98971,Portugal,Dão
98972,US,California
98973,US,California
98974,Italy,Tuscany
98975,US,California
98976,Italy,Northeastern Italy
98977,US,California
98978,Hungary,Tokaj
98979,France,Champagne
98980,Chile,Curicó Valley
98981,US,California
98982,Portugal,Alentejano
98983,France,Champagne
98984,Italy,Southern Italy
98985,US,California
98986,US,California
98987,Chile,Cachapoal Valley
98988,US,California
98989,US,Oregon
98990,US,California
98991,US,Oregon
98992,Portugal,Douro
98993,France,Champagne
98994,US,California
98995,Italy,Lombardy
98996,US,California
98997,US,California
98998,France,Champagne
98999,Portugal,Douro
99000,Italy,Piedmont
99001,France,Provence
99002,Italy,Piedmont
99003,US,California
99004,Chile,Colchagua Valley
99005,Australia,South Australia
99006,Italy,Piedmont
99007,Italy,Piedmont
99008,New Zealand,Marlborough
99009,US,Washington
99010,US,California
99011,Chile,Central Valley
99012,US,Washington
99013,Italy,Piedmont
99014,France,Provence
99015,France,Provence
99016,France,Provence
99017,Chile,Curicó Valley
99018,US,California
99019,US,California
99020,Italy,Veneto
99021,Italy,Piedmont
99022,South Africa,Franschhoek
99023,Italy,Piedmont
99024,Italy,Piedmont
99025,Italy,Piedmont
99026,Chile,Colchagua Valley
99027,US,Washington
99028,Italy,Piedmont
99029,Italy,Piedmont
99030,Spain,Catalonia
99031,France,Rhône Valley
99032,Italy,Tuscany
99033,US,California
99034,US,California
99035,Italy,Central Italy
99036,Spain,Levante
99037,US,Oregon
99038,US,Oregon
99039,US,California
99040,Portugal,Tejo
99041,US,Oregon
99042,Italy,Central Italy
99043,Spain,Northern Spain
99044,Italy,Central Italy
99045,Portugal,Alentejano
99046,Portugal,Lisboa
99047,US,California
99048,US,Oregon
99049,Italy,Tuscany
99050,Portugal,Vinho Verde
99051,Italy,Central Italy
99052,US,California
99053,US,Oregon
99054,France,Rhône Valley
99055,France,Rhône Valley
99056,France,Southwest France
99057,US,California
99058,Argentina,Mendoza Province
99059,Italy,Central Italy
99060,New Zealand,Marlborough
99061,France,Bordeaux
99062,US,California
99063,US,California
99064,US,California
99065,US,California
99066,US,Washington
99067,US,California
99068,France,Champagne
99069,Italy,Piedmont
99070,US,Washington
99071,France,Bordeaux
99072,New Zealand,Marlborough
99073,US,California
99074,US,Washington
99075,Australia,South Australia
99076,Italy,Piedmont
99077,US,California
99078,New Zealand,Marlborough
99079,US,California
99080,Italy,Piedmont
99081,US,California
99082,US,Washington
99083,US,California
99084,Italy,Piedmont
99085,New Zealand,Marlborough
99086,Italy,Piedmont
99087,US,California
99088,US,Washington
99089,Argentina,Other
99090,US,California
99091,US,California
99092,US,California
99093,Chile,Colchagua Valley
99094,US,California
99095,US,Washington
99096,US,Washington
99097,US,Washington
99098,Italy,Central Italy
99099,US,California
99100,Chile,Maipo Valley
99101,US,California
99102,US,California
99103,Italy,Central Italy
99104,US,California
99105,US,California
99106,Chile,Aconcagua Valley
99107,Italy,Central Italy
99108,US,Washington
99109,US,Washington
99110,US,California
99111,France,Loire Valley
99112,US,California
99113,Australia,Victoria
99114,US,California
99115,US,California
99116,US,California
99117,US,California
99118,US,California
99119,US,California
99120,Germany,Rheinhessen
99121,New Zealand,Hawke's Bay
99122,US,Oregon
99123,US,Oregon
99124,US,California
99125,Spain,Catalonia
99126,France,Alsace
99127,France,Bordeaux
99128,New Zealand,Marlborough
99129,Australia,South Australia
99130,Italy,Veneto
99131,France,Bordeaux
99132,US,California
99133,Italy,Lombardy
99134,France,Bordeaux
99135,US,California
99136,Spain,Northern Spain
99137,New Zealand,Marlborough
99138,France,Alsace
99139,US,California
99140,Italy,Lombardy
99141,Italy,Lombardy
99142,Germany,Mosel
99143,New Zealand,Marlborough
99144,Italy,Veneto
99145,US,Oregon
99146,US,California
99147,New Zealand,Nelson
99148,New Zealand,Marlborough
99149,US,California
99150,Italy,Tuscany
99151,Australia,Victoria
99152,France,Beaujolais
99153,France,Loire Valley
99154,Portugal,Douro
99155,Chile,Maule Valley
99156,Italy,Tuscany
99157,Australia,South Australia
99158,Portugal,Douro
99159,Australia,Tasmania
99160,New Zealand,Waipara Valley
99161,Chile,Maipo Valley
99162,New Zealand,Marlborough
99163,Italy,Tuscany
99164,US,California
99165,Italy,Tuscany
99166,US,California
99167,South Africa,Wellington
99168,Italy,Tuscany
99169,US,California
99170,France,Loire Valley
99171,Italy,Tuscany
99172,Australia,Victoria
99173,US,California
99174,Italy,Tuscany
99175,Italy,Tuscany
99176,Chile,Casablanca Valley
99177,France,Beaujolais
99178,Italy,Tuscany
99179,Italy,Tuscany
99180,US,California
99181,New Zealand,Marlborough
99182,France,Loire Valley
99183,Austria,Wachau
99184,France,Loire Valley
99185,Hungary,Villány
99186,US,Washington
99187,US,California
99188,US,California
99189,US,California
99190,US,Washington
99191,US,California
99192,New Zealand,Hawke's Bay
99193,Italy,Central Italy
99194,US,Washington
99195,Italy,Northeastern Italy
99196,New Zealand,Hawke's Bay
99197,US,California
99198,Chile,Colchagua Valley
99199,France,Burgundy
99200,Italy,Northeastern Italy
99201,Hungary,Villány
99202,US,Washington
99203,France,Loire Valley
99204,US,Washington
99205,US,California
99206,Australia,Australia Other
99207,Chile,Rapel Valley
99208,Chile,Rapel Valley
99209,US,California
99210,US,California
99211,Chile,Colchagua Valley
99212,Italy,Tuscany
99213,Chile,Leyda Valley
99214,US,New York
99215,US,Washington
99216,Italy,Tuscany
99217,US,California
99218,Italy,Tuscany
99219,Italy,Tuscany
99220,US,California
99221,Italy,Tuscany
99222,Italy,Tuscany
99223,Italy,Tuscany
99224,Italy,Tuscany
99225,US,New York
99226,Italy,Tuscany
99227,Italy,Tuscany
99228,Italy,Tuscany
99229,Portugal,Port
99230,Portugal,Port
99231,New Zealand,Marlborough
99232,US,California
99233,US,California
99234,France,Bordeaux
99235,France,Bordeaux
99236,France,Bordeaux
99237,Portugal,Douro
99238,US,California
99239,Italy,Tuscany
99240,US,California
99241,Italy,Piedmont
99242,Italy,Piedmont
99243,US,California
99244,US,California
99245,US,California
99246,Italy,Piedmont
99247,US,California
99248,Italy,Piedmont
99249,Italy,Piedmont
99250,Argentina,Other
99251,Italy,Piedmont
99252,US,California
99253,US,California
99254,Spain,Levante
99255,Italy,Piedmont
99256,US,California
99257,US,California
99258,Spain,Northern Spain
99259,France,Southwest France
99260,Italy,Piedmont
99261,US,California
99262,Italy,Piedmont
99263,Australia,South Australia
99264,Argentina,Mendoza Province
99265,Italy,Piedmont
99266,US,California
99267,US,California
99268,US,California
99269,US,California
99270,Italy,Veneto
99271,US,California
99272,Italy,Sicily & Sardinia
99273,US,California
99274,US,California
99275,France,Champagne
99276,France,Champagne
99277,France,Champagne
99278,US,California
99279,US,California
99280,US,Oregon
99281,US,California
99282,Chile,Colchagua Valley
99283,US,Oregon
99284,US,Oregon
99285,France,Champagne
99286,France,Champagne
99287,US,California
99288,France,Languedoc-Roussillon
99289,France,Champagne
99290,US,Oregon
99291,France,Champagne
99292,US,California
99293,France,Champagne
99294,US,California
99295,France,Champagne
99296,Italy,Sicily & Sardinia
99297,US,Oregon
99298,Italy,Sicily & Sardinia
99299,Italy,Lombardy
99300,Chile,Maipo Valley
99301,US,California
99302,Italy,Piedmont
99303,Italy,Piedmont
99304,New Zealand,Marlborough
99305,Italy,Piedmont
99306,US,California
99307,Australia,South Australia
99308,Israel,Galilee
99309,Italy,Piedmont
99310,Italy,Piedmont
99311,Italy,Piedmont
99312,Australia,South Australia
99313,New Zealand,Marlborough
99314,France,Provence
99315,France,Southwest France
99316,France,Provence
99317,France,Provence
99318,US,California
99319,US,California
99320,France,Provence
99321,US,California
99322,Italy,Piedmont
99323,Italy,Piedmont
99324,Italy,Piedmont
99325,Italy,Piedmont
99326,Italy,Piedmont
99327,Italy,Piedmont
99328,Italy,Piedmont
99329,New Zealand,Marlborough
99330,France,Rhône Valley
99331,US,California
99332,US,California
99333,Argentina,Mendoza Province
99334,Italy,Central Italy
99335,Spain,Catalonia
99336,US,California
99337,US,Oregon
99338,Italy,Central Italy
99339,Italy,Central Italy
99340,Portugal,Setubal
99341,Mexico,Valle de Guadalupe
99342,Mexico,Valle de Guadalupe
99343,Portugal,Vinho Verde
99344,US,California
99345,Argentina,Mendoza Province
99346,Italy,Central Italy
99347,US,California
99348,Italy,Central Italy
99349,Spain,Northern Spain
99350,Italy,Central Italy
99351,US,California
99352,France,France Other
99353,US,California
99354,US,California
99355,US,California
99356,Spain,Catalonia
99357,Mexico,Valle de Guadalupe
99358,Italy,Tuscany
99359,Portugal,Alentejano
99360,Austria,Burgenland
99361,US,California
99362,US,California
99363,US,California
99364,US,California
99365,US,California
99366,US,Washington
99367,Italy,Piedmont
99368,US,California
99369,US,California
99370,US,California
99371,US,California
99372,New Zealand,Marlborough
99373,US,Washington
99374,Argentina,Other
99375,US,Washington
99376,US,California
99377,Argentina,Mendoza Province
99378,US,California
99379,Argentina,Mendoza Province
99380,US,California
99381,New Zealand,Marlborough
99382,Italy,Piedmont
99383,Australia,Australia Other
99384,Italy,Piedmont
99385,US,California
99386,US,California
99387,Italy,Piedmont
99388,US,California
99389,Italy,Piedmont
99390,Italy,Sicily & Sardinia
99391,France,Loire Valley
99392,Italy,Sicily & Sardinia
99393,US,Washington
99394,Australia,South Australia
99395,US,California
99396,US,California
99397,US,California
99398,Italy,Central Italy
99399,US,California
99400,Australia,South Australia
99401,US,Washington
99402,US,Washington
99403,France,Loire Valley
99404,Chile,Maipo Valley
99405,France,Loire Valley
99406,France,Loire Valley
99407,US,California
99408,Italy,Sicily & Sardinia
99409,France,Loire Valley
99410,US,California
99411,US,California
99412,US,California
99413,US,California
99414,US,California
99415,Australia,South Australia
99416,US,California
99417,France,Loire Valley
99418,Italy,Central Italy
99419,South Africa,Franschhoek
99420,Italy,Lombardy
99421,Italy,Veneto
99422,US,California
99423,Italy,Veneto
99424,Italy,Lombardy
99425,US,California
99426,Spain,Northern Spain
99427,France,Bordeaux
99428,France,Bordeaux
99429,Italy,Lombardy
99430,France,Bordeaux
99431,France,Alsace
